0	100	0	100
1475	100	0	100
1122	100	0	100
1119	100	0	100
1209	100	0	100
1225	100	0	100
1235	100	0	100
1220	100	0	100
1225	100	0	100
1234	100	0	100
1150	100	0	100
1135	100	0	100
1131	100	0	100
1213	100	0	100
1225	100	0	100
1199	100	0	100
1229	100	0	100
1225	100	0	100
1225	100	0	100
1232	100	0	100
1221	100	0	100
1229	100	0	100
1226	100	0	100
1226	100	0	100
1226	100	0	100
1227	100	0	100
1226	100	0	100
1222	100	0	100
1227	100	0	100
1149	100	0	100
1211	100	0	100
1222	100	0	100
1221	100	0	100
1225	100	0	100
1223	100	0	100
1144	100	0	100
1214	100	0	100
1225	100	0	100
1226	100	0	100
1227	100	0	100
1224	100	0	100
1227	100	0	100
1237	100	0	100
1227	100	0	100
1225	100	0	100
1225	100	0	100
1228	100	0	100
1224	100	0	100
1229	100	0	100
1226	100	0	100
1225	100	0	100
1227	100	0	100
1227	100	0	100
1226	100	0	100
1228	100	0	100
1231	100	0	100
1228	100	0	100
1228	100	0	100
1226	100	0	100
1229	100	0	100
1223	100	0	100
1225	100	0	100
1227	100	0	100
1230	100	0	100
1224	100	0	100
1227	100	0	100
1221	100	0	100
1225	100	0	100
1227	100	0	100
1232	100	0	100
1226	100	0	100
1224	100	0	100
1228	100	0	100
1230	100	0	100
1223	100	0	100
1228	100	0	100
1223	100	0	100
1223	100	0	100
1227	100	0	100
1224	100	0	100
1225	100	0	100
1227	100	0	100
1226	100	0	100
1223	100	0	100
1230	100	0	100
1184	100	0	100
1226	100	0	100
1226	100	0	100
1228	100	0	100
1225	100	0	100
1226	100	0	100
1227	100	0	100
1226	100	0	100
1207	100	0	100
1229	100	0	100
1229	100	0	100
1225	100	0	100
1225	100	0	100
1227	100	0	100
1225	100	0	100
1195	100	0	100
1231	100	0	100
1225	100	0	100
1228	100	0	100
1236	100	0	100
1231	100	0	100
1226	100	0	100
1226	100	0	100
1229	100	0	100
1227	100	0	100
1224	100	0	100
1228	100	0	100
1226	100	0	100
1224	100	0	100
1228	100	0	100
1230	100	0	100
1225	100	0	100
1229	100	0	100
1233	100	0	100
1223	100	0	100
1223	100	0	100
1137	100	0	100
1206	100	0	100
1222	100	0	100
1228	100	0	100
1226	100	0	100
1184	100	0	100
1227	100	0	100
1226	100	0	100
1224	100	0	100
1225	100	0	100
1227	100	0	100
1228	100	0	100
1224	100	0	100
1214	100	0	100
1227	100	0	100
1230	100	0	100
1228	100	0	100
1227	100	0	100
1223	100	0	100
1237	100	0	100
1211	100	0	100
1227	100	0	100
1225	100	0	100
1227	100	0	100
1224	100	0	100
1199	100	0	100
1230	100	0	100
1221	100	0	100
1228	100	0	100
1228	100	0	100
1225	100	0	100
1229	100	0	100
1220	100	0	100
1147	100	0	100
1115	100	0	100
1110	100	0	100
1114	100	0	100
1111	100	0	100
1143	100	0	100
1195	100	0	100
1231	100	0	100
1219	100	0	100
1231	100	0	100
1222	100	0	100
1225	100	0	100
1217	100	0	100
1232	100	0	100
1226	100	0	100
1224	100	0	100
1201	100	0	100
1222	100	0	100
1230	100	0	100
1220	100	0	100
1227	100	0	100
1145	100	0	100
1214	100	0	100
1227	100	0	100
1227	100	0	100
1225	100	0	100
1227	100	0	100
1230	100	0	100
1223	100	0	100
1234	100	0	100
1226	100	0	100
1207	100	0	100
1229	100	0	100
1226	100	0	100
1229	100	0	100
1228	100	0	100
1232	100	0	100
1224	100	0	100
1225	100	0	100
1227	100	0	100
1224	100	0	100
1223	100	0	100
1224	100	0	100
1227	100	0	100
1222	100	0	100
1234	100	0	100
1221	100	0	100
1224	100	0	100
1225	100	0	100
1230	100	0	100
1227	100	0	100
1225	100	0	100
1227	100	0	100
1227	100	0	100
1231	100	0	100
1229	100	0	100
1227	100	0	100
1226	100	0	100
1226	100	0	100
1228	100	0	100
1225	100	0	100
1225	100	0	100
1231	100	0	100
1231	100	0	100
1224	100	0	100
1228	100	0	100
1228	100	0	100
1224	100	0	100
1228	100	0	100
1225	100	0	100
1226	100	0	100
1226	100	0	100
1202	100	0	100
1226	100	0	100
1247	100	0	100
1228	100	0	100
1230	100	0	100
1201	100	0	100
1224	100	0	100
1227	100	0	100
1227	100	0	100
1224	100	0	100
1227	100	0	100
1229	100	0	100
1225	100	0	100
1148	100	0	100
1129	100	0	100
1216	100	0	100
1227	100	0	100
1225	100	0	100
1227	100	0	100
1225	100	0	100
1225	100	0	100
1226	100	0	100
1223	100	0	100
1229	100	0	100
1226	100	0	100
1228	100	0	100
1195	100	0	100
1224	100	0	100
1228	100	0	100
1229	100	0	100
1223	100	0	100
1224	100	0	100
1227	100	0	100
1230	100	0	100
1225	100	0	100
1228	100	0	100
1226	100	0	100
1228	100	0	100
1226	100	0	100
1230	100	0	100
1225	100	0	100
1226	100	0	100
1239	100	0	100
1226	100	0	100
1226	100	0	100
1227	100	0	100
1235	100	0	100
1228	100	0	100
1225	100	0	100
1229	100	0	100
1231	100	0	100
1232	100	0	100
1229	100	0	100
1224	100	0	100
1225	100	0	100
1226	100	0	100
1238	100	0	100
1227	100	0	100
1224	100	0	100
1229	100	0	100
1226	100	0	100
1227	100	0	100
1231	100	0	100
1229	100	0	100
1230	100	0	100
1232	100	0	100
1227	100	0	100
1227	100	0	100
1236	100	0	100
1224	100	0	100
1225	100	0	100
1228	100	0	100
1227	100	0	100
1229	100	0	100
1229	100	0	100
1230	100	0	100
1228	100	0	100
1228	100	0	100
1230	100	0	100
1222	100	0	100
1227	100	0	100
1227	100	0	100
1234	100	0	100
1223	100	0	100
1226	100	0	100
1228	100	0	100
1226	100	0	100
1224	100	0	100
1232	100	0	100
1226	100	0	100
1225	100	0	100
1228	100	0	100
1226	100	0	100
1227	100	0	100
1228	100	0	100
1227	100	0	100
1226	100	0	100
1225	100	0	100
1237	100	0	100
1227	100	0	100
1226	100	0	100
1228	100	0	100
1229	100	0	100
1225	100	0	100
1231	100	0	100
1213	100	0	100
1225	100	0	100
1227	100	0	100
1230	100	0	100
1229	100	0	100
1227	100	0	100
1230	100	0	100
1226	100	0	100
1231	100	0	100
