0	5000	0	20000
548	5000	0	20000
35	5000	0	20000
28	5000	0	20000
90	5000	0	20000
42	5000	0	20000
29	5000	0	20000
28	5000	0	20000
311	5000	0	20000
44	5000	0	20000
30	5000	0	20000
27	5000	0	20000
265	5000	0	20000
45	5000	0	20000
29	5000	0	20000
28	5000	0	20000
262	5000	0	20000
45	5000	0	20000
29	5000	0	20000
27	5000	0	20000
270	5000	0	20000
45	5000	0	20000
30	5000	0	20000
29	5000	0	20000
281	5000	0	20000
49	5000	0	20000
31	5000	0	20000
28	5000	0	20000
270	5000	0	20000
44	5000	0	20000
31	5000	0	20000
28	5000	0	20000
271	5000	0	20000
32	5000	0	20000
41	5000	0	20000
37	5000	0	20000
313	5000	0	20000
45	5000	0	20000
30	5000	0	20000
29	5000	0	20000
274	5000	0	20000
45	5000	0	20000
30	5000	0	20000
28	5000	0	20000
273	5000	0	20000
46	5000	0	20000
32	5000	0	20000
28	5000	0	20000
276	5000	0	20000
46	5000	0	20000
32	5000	0	20000
29	5000	0	20000
277	5000	0	20000
46	5000	0	20000
32	5000	0	20000
29	5000	0	20000
300	5000	0	20000
47	5000	0	20000
32	5000	0	20000
30	5000	0	20000
267	5000	0	20000
36	5000	0	20000
30	5000	0	20000
28	5000	0	20000
313	5000	0	20000
33	5000	0	20000
39	5000	0	20000
40	5000	0	20000
325	5000	0	20000
47	5000	0	20000
30	5000	0	20000
28	5000	0	20000
260	5000	0	20000
49	5000	0	20000
46	5000	0	20000
46	5000	0	20000
268	5000	0	20000
51	5000	0	20000
28	5000	0	20000
29	5000	0	20000
286	5000	0	20000
31	5000	0	20000
29	5000	0	20000
27	5000	0	20000
310	5000	0	20000
32	5000	0	20000
28	5000	0	20000
27	5000	0	20000
310	5000	0	20000
31	5000	0	20000
27	5000	0	20000
30	5000	0	20000
320	5000	0	20000
32	5000	0	20000
28	5000	0	20000
28	5000	0	20000
313	5000	0	20000
31	5000	0	20000
28	5000	0	20000
27	5000	0	20000
333	5000	0	20000
46	5000	0	20000
30	5000	0	20000
28	5000	0	20000
277	5000	0	20000
46	5000	0	20000
30	5000	0	20000
28	5000	0	20000
286	5000	0	20000
55	5000	0	20000
31	5000	0	20000
29	5000	0	20000
266	5000	0	20000
32	5000	0	20000
29	5000	0	20000
28	5000	0	20000
307	5000	0	20000
31	5000	0	20000
28	5000	0	20000
27	5000	0	20000
311	5000	0	20000
33	5000	0	20000
28	5000	0	20000
27	5000	0	20000
319	5000	0	20000
45	5000	0	20000
30	5000	0	20000
29	5000	0	20000
275	5000	0	20000
45	5000	0	20000
30	5000	0	20000
28	5000	0	20000
275	5000	0	20000
45	5000	0	20000
30	5000	0	20000
28	5000	0	20000
277	5000	0	20000
45	5000	0	20000
30	5000	0	20000
27	5000	0	20000
276	5000	0	20000
54	5000	0	20000
31	5000	0	20000
49	5000	0	20000
245	5000	0	20000
45	5000	0	20000
30	5000	0	20000
29	5000	0	20000
273	5000	0	20000
45	5000	0	20000
31	5000	0	20000
28	5000	0	20000
256	5000	0	20000
30	5000	0	20000
39	5000	0	20000
41	5000	0	20000
315	5000	0	20000
33	5000	0	20000
28	5000	0	20000
27	5000	0	20000
308	5000	0	20000
35	5000	0	20000
28	5000	0	20000
29	5000	0	20000
305	5000	0	20000
31	5000	0	20000
28	5000	0	20000
28	5000	0	20000
311	5000	0	20000
31	5000	0	20000
28	5000	0	20000
27	5000	0	20000
311	5000	0	20000
32	5000	0	20000
28	5000	0	20000
27	5000	0	20000
325	5000	0	20000
78	5000	0	20000
31	5000	0	20000
28	5000	0	20000
308	5000	0	20000
53	5000	0	20000
28	5000	0	20000
28	5000	0	20000
261	5000	0	20000
52	5000	0	20000
29	5000	0	20000
27	5000	0	20000
296	5000	0	20000
32	5000	0	20000
28	5000	0	20000
27	5000	0	20000
303	5000	0	20000
32	5000	0	20000
