1	0	1480
2	952	1480
3	38	1480
4	31	1480
5	28	1480
6	27	1480
7	33	1480
8	54	1480
9	28	1480
10	29	1480
11	296	1480
12	39	1480
13	36	1480
14	34	1480
15	34	1480
16	36	1480
17	35	1480
18	34	1480
19	34	1480
20	33	1480
21	295	1480
22	38	1480
23	34	1480
24	34	1480
25	34	1480
26	33	1480
27	33	1480
28	34	1480
29	33	1480
30	34	1480
31	297	1480
32	37	1480
33	34	1480
34	34	1480
35	33	1480
36	33	1480
37	33	1480
38	34	1480
39	44	1480
40	43	1480
41	295	1480
42	36	1480
43	34	1480
44	34	1480
45	33	1480
46	35	1480
47	34	1480
48	33	1480
49	32	1480
50	33	1480
51	367	1480
52	52	1480
53	43	1480
54	34	1480
55	33	1480
56	33	1480
57	34	1480
58	33	1480
59	35	1480
60	33	1480
61	298	1480
62	37	1480
63	34	1480
64	33	1480
65	34	1480
66	32	1480
67	33	1480
68	33	1480
69	31	1480
70	34	1480
71	295	1480
72	39	1480
73	36	1480
74	36	1480
75	35	1480
76	35	1480
77	34	1480
78	34	1480
79	33	1480
80	34	1480
81	296	1480
82	38	1480
83	35	1480
84	35	1480
85	34	1480
86	34	1480
87	34	1480
88	34	1480
89	35	1480
90	34	1480
91	296	1480
92	38	1480
93	34	1480
94	34	1480
95	34	1480
96	34	1480
97	34	1480
98	34	1480
99	34	1480
100	34	1480
101	297	1480
102	38	1480
103	35	1480
104	36	1480
105	35	1480
106	34	1480
107	35	1480
108	34	1480
109	33	1480
110	34	1480
111	298	1480
112	38	1480
113	35	1480
114	34	1480
115	34	1480
116	34	1480
117	34	1480
118	37	1480
119	36	1480
120	34	1480
121	296	1480
122	38	1480
123	36	1480
124	34	1480
125	35	1480
126	34	1480
127	34	1480
128	35	1480
129	34	1480
130	34	1480
131	297	1480
132	38	1480
133	35	1480
134	36	1480
135	50	1480
136	44	1480
137	34	1480
138	34	1480
139	33	1480
140	34	1480
141	296	1480
142	37	1480
143	35	1480
144	35	1480
145	34	1480
146	34	1480
147	34	1480
148	34	1480
149	38	1480
150	36	1480
151	300	1480
152	38	1480
153	35	1480
154	35	1480
155	34	1480
156	46	1480
157	35	1480
158	45	1480
159	46	1480
160	36	1480
161	307	1480
162	39	1480
163	35	1480
164	36	1480
165	37	1480
166	35	1480
167	36	1480
168	35	1480
169	34	1480
170	35	1480
171	297	1480
172	39	1480
173	36	1480
174	35	1480
175	36	1480
176	35	1480
177	36	1480
178	36	1480
179	34	1480
180	38	1480
181	297	1480
182	39	1480
183	36	1480
184	36	1480
185	34	1480
186	33	1480
187	34	1480
188	35	1480
189	35	1480
190	36	1480
191	297	1480
192	39	1480
193	36	1480
194	36	1480
195	41	1480
196	37	1480
197	36	1480
198	35	1480
199	35	1480
200	39	1480
201	299	1480
202	39	1480
203	36	1480
204	36	1480
205	34	1480
206	35	1480
207	35	1480
208	36	1480
209	35	1480
210	38	1480
211	297	1480
212	38	1480
213	36	1480
214	37	1480
215	35	1480
216	35	1480
217	35	1480
218	36	1480
219	35	1480
220	35	1480
221	309	1480
222	81	1480
223	32	1480
224	32	1480
225	34	1480
226	32	1480
227	32	1480
228	33	1480
229	31	1480
230	32	1480
231	294	1480
232	36	1480
233	33	1480
234	32	1480
235	32	1480
236	32	1480
237	32	1480
238	31	1480
239	31	1480
240	34	1480
241	293	1480
242	35	1480
243	50	1480
244	35	1480
245	33	1480
246	33	1480
247	32	1480
248	32	1480
249	33	1480
250	32	1480
251	293	1480
252	35	1480
253	33	1480
254	33	1480
255	35	1480
256	32	1480
257	32	1480
258	31	1480
259	31	1480
260	32	1480
261	293	1480
262	36	1480
263	32	1480
264	32	1480
265	33	1480
266	32	1480
267	32	1480
268	31	1480
269	32	1480
270	35	1480
271	293	1480
272	36	1480
273	33	1480
274	32	1480
275	31	1480
276	32	1480
277	33	1480
278	32	1480
